Taxpayer_ID,Business_Name,Tax_Year,Tax_Type,Industry,City,Reported_Revenue,Reported_Deductions,Taxable_Income,Tax_Paid,Expected_Tax,Estimated_Tax_Gap,Number_of_Employees,Filing_Status,Previously_Audited,Prior_Audit_Result,Industry_Avg_Revenue,Revenue_Ratio,Compliance_Flag
MA-010147,Federal Hospitality Services,2024,Meals,Real Estate,Boston,557208.51,126846.4,430362.11,30125.35,26594.79,0.0,11,On Time,Yes,Compliant,700000,0.796,Compliant
MA-010148,Valley Manufacturing Services,2024,Income,Auto Repair,Springfield,324555.89,104560.63,219995.26,23653.45,27828.45,4175.0,1,On Time,Yes,Compliant,300000,1.0819,Compliant
MA-010149,Valley Auto Repair Associates,2024,Income,Restaurant,Boston,591911.09,132431.49,459479.61,32465.62,31725.21,0.0,8,Amended,No,N/A,450000,1.3154,Compliant
MA-010150,Federal Retail LLC,2023,Income,Restaurant,Worcester,579407.54,226345.8,353061.74,37297.17,39399.86,2102.68,10,Amended,No,N/A,450000,1.2876,Compliant
MA-010151,Northern Healthcare Inc,2024,Corporate,Retail,Cambridge,438417.8,69616.82,368800.98,39368.86,36793.41,0.0,2,On Time,No,N/A,600000,0.7307,Compliant
MA-010152,Beacon Hospitality Holdings,2023,Sales/Use,Construction,Worcester,645195.58,254778.41,390417.17,24401.07,42666.91,18265.84,15,On Time,Yes,Compliant,800000,0.8065,Underpaid
MA-010153,Southern Retail Solutions,2024,Meals,Retail,Brockton,614064.29,220625.91,393438.38,27540.69,27827.33,286.64,8,On Time,Yes,Compliant,600000,1.0234,Compliant
MA-010154,Beacon Professional Services Services,2023,Sales/Use,Auto Repair,Chelsea,408002.13,68075.32,339926.81,21245.43,19507.96,0.0,2,On Time,Yes,Compliant,300000,1.36,Compliant
MA-010155,Atlantic Construction Associates,2024,Meals,Retail,Chelsea,574959.75,96516.65,478443.1,33491.02,40743.4,7252.38,7,On Time,No,N/A,600000,0.9583,Underpaid
MA-010156,Northern Healthcare LLC,2024,Corporate,Restaurant,Boston,153867.24,27743.75,126123.49,8970.35,24420.71,15450.36,10,On Time,No,N/A,450000,0.3419,Suspicious
MA-010157,Summit Auto Repair Inc,2024,Special Fuels,Auto Repair,Fall River,397445.47,132791.58,264653.89,63516.93,71486.46,7969.53,8,Late,No,N/A,300000,1.3248,Compliant
MA-010158,Liberty Healthcare Associates,2024,Sales/Use,Manufacturing,Springfield,2196226.56,706856.48,1489370.08,93085.63,91471.06,0.0,27,On Time,No,N/A,1500000,1.4642,Compliant
MA-010159,Cape Real Estate Holdings,2023,Corporate,Healthcare,Boston,430336.37,160774.96,269561.41,17968.89,64159.84,46190.95,16,On Time,No,N/A,1200000,0.3586,Suspicious
MA-010160,Valley Auto Repair Associates,2024,Sales/Use,Hospitality,Boston,396412.58,101142.43,295270.15,18454.38,16834.41,0.0,4,On Time,No,N/A,350000,1.1326,Compliant
MA-010161,Coastal Professional Services Corp,2023,Corporate,Restaurant,Springfield,466687.44,84203.75,382483.69,31961.96,26288.32,0.0,8,On Time,No,N/A,450000,1.0371,Compliant
MA-010162,Southern Manufacturing Co,2022,Income,Professional Services,Boston,338778.13,85555.86,253222.27,28400.19,32352.44,3952.25,14,On Time,Yes,Underpaid,500000,0.6776,Compliant
MA-010163,Cape Manufacturing Services,2025,Special Fuels,Real Estate,Worcester,134324.07,56003.2,78320.88,18797.01,88111.02,69314.01,1,On Time,Yes,Underpaid,700000,0.1919,Suspicious
MA-010164,Central Hospitality Enterprise,2024,Sales/Use,Restaurant,New Bedford,595626.64,191512.4,404114.25,25257.14,26587.06,1329.92,11,On Time,No,N/A,450000,1.3236,Compliant
MA-010165,Eastern Professional Services Holdings,2025,Income,Retail,Springfield,734840.35,325620.48,409219.87,34026.61,49836.39,15809.78,12,On Time,No,N/A,600000,1.2247,Compliant
MA-010166,Liberty Auto Repair Ventures,2025,Income,Construction,Quincy,771367.75,126029.98,645337.77,52131.57,51290.52,0.0,5,On Time,No,N/A,800000,0.9642,Compliant
MA-010167,Metro Professional Services Associates,2022,Sales/Use,Healthcare,Boston,829478.05,312661.02,516817.03,32301.06,61861.92,29560.86,11,On Time,Yes,Underpaid,1200000,0.6912,Underpaid
MA-010168,Pioneer Retail Holdings,2025,Sales/Use,Construction,Somerville,1046535.25,440416.74,606118.51,37882.41,48285.91,10403.51,12,Amended,No,N/A,800000,1.3082,Compliant
MA-010169,Eastern Construction Ventures,2023,Sales/Use,Auto Repair,Fall River,227215.13,45476.98,181738.15,11358.63,10976.1,0.0,1,Not Filed,No,N/A,300000,0.7574,Compliant
MA-010170,Harbor Healthcare Inc,2023,Sales/Use,Restaurant,Boston,502711.98,185063.81,317648.16,19853.01,22030.41,2177.4,3,On Time,Yes,Compliant,450000,1.1171,Compliant
MA-010171,Northern Auto Repair Enterprise,2022,Corporate,Healthcare,Brockton,864107.57,237052.98,627054.59,37857.78,38519.43,661.65,12,On Time,No,N/A,1200000,0.7201,Compliant
MA-010172,Metro Auto Repair Partners,2022,Sales/Use,Auto Repair,Lynn,166586.22,38188.39,128397.83,8024.86,14582.93,6558.07,1,Amended,No,N/A,300000,0.5553,Suspicious
MA-010173,Metro Professional Services LLC,2025,Corporate,Construction,Boston,301122.17,49621.11,251501.06,20941.3,43672.85,22731.54,9,On Time,No,N/A,800000,0.3764,Suspicious
MA-010174,Coastal Construction Services,2025,Corporate,Retail,Fall River,0.0,0.0,0.0,0.0,15461.02,15461.02,1,Not Filed,No,N/A,600000,0.0,Non-Filer
MA-010175,Pioneer Auto Repair Holdings,2022,Sales/Use,Retail,New Bedford,169816.7,50153.34,119663.36,7478.96,21295.46,13816.5,4,On Time,No,N/A,600000,0.283,Suspicious
MA-010176,Central Restaurant Enterprise,2025,Income,Restaurant,Fall River,500046.65,101070.03,398976.62,44391.19,44750.18,358.98,13,Late,Yes,Compliant,450000,1.1112,Compliant
MA-010177,Metro Hospitality Ventures,2024,Income,Restaurant,Worcester,556884.39,88638.71,468245.68,35620.7,32186.58,0.0,6,On Time,No,N/A,450000,1.2375,Compliant
MA-010178,Liberty Restaurant Associates,2023,Corporate,Hospitality,Chelsea,220982.06,58774.53,162207.53,9960.11,15704.78,5744.66,1,Late,No,N/A,350000,0.6314,Underpaid
MA-010179,Eastern Construction Group,2024,Sales/Use,Hospitality,Lowell,357526.78,135957.36,221569.42,13848.09,18437.05,4588.96,2,On Time,No,N/A,350000,1.0215,Compliant
MA-010180,Northern Construction Co,2024,Income,Professional Services,Chelsea,584153.48,200260.72,383892.76,30583.38,34444.16,3860.78,2,Late,No,N/A,500000,1.1683,Compliant
MA-010181,Commonwealth Manufacturing Ventures,2025,Sales/Use,Retail,Springfield,715297.0,288254.1,427042.91,26690.18,34100.45,7410.26,16,On Time,No,N/A,600000,1.1922,Compliant
MA-010182,Colonial Professional Services Co,2022,Income,Healthcare,Worcester,1198302.3,273625.23,924677.07,92261.1,77488.1,0.0,16,Not Filed,No,N/A,1200000,0.9986,Compliant
MA-010183,Central Hospitality Enterprise,2025,Rooms Occupancy,Restaurant,Fall River,527254.52,157760.8,369493.72,21245.89,25171.7,3925.81,4,On Time,No,N/A,450000,1.1717,Compliant
MA-010184,Colonial Professional Services Enterprise,2023,Sales/Use,Construction,New Bedford,870231.4,335447.33,534784.07,33424.0,36244.41,2820.41,10,Late,No,N/A,800000,1.0878,Compliant
MA-010185,Southern Manufacturing Co,2023,Meals,Construction,Brockton,809287.76,317648.0,491639.76,34414.78,40485.86,6071.07,6,On Time,No,N/A,800000,1.0116,Compliant
MA-010186,Patriot Real Estate Corp,2024,Income,Professional Services,Worcester,518943.45,129421.98,389521.48,26580.61,27233.25,652.64,8,Late,No,N/A,500000,1.0379,Compliant
MA-010187,Metro Retail Group,2022,Sales/Use,Construction,Quincy,1280741.66,338757.15,941984.51,58874.03,61020.45,2146.42,20,Amended,Yes,Underpaid,800000,1.6009,Compliant
MA-010188,Colonial Hospitality Associates,2025,Corporate,Restaurant,Boston,605768.72,179473.68,426295.05,40145.18,59299.78,19154.6,5,On Time,No,N/A,450000,1.3462,Underpaid
MA-010189,Harbor Restaurant Group,2023,Meals,Restaurant,Worcester,596157.46,105169.57,490987.89,34369.15,29563.59,0.0,8,Late,No,N/A,450000,1.3248,Compliant
MA-010190,Valley Auto Repair Inc,2022,Corporate,Construction,Somerville,1386144.79,341911.94,1044232.85,113117.58,128135.36,15017.79,14,On Time,No,N/A,800000,1.7327,Compliant
MA-010191,Harbor Auto Repair Inc,2024,Sales/Use,Healthcare,Boston,871773.4,174447.14,697326.26,43582.89,37007.25,0.0,7,On Time,No,N/A,1200000,0.7265,Compliant
MA-010192,Southern Real Estate LLC,2024,Sales/Use,Retail,New Bedford,0.0,0.0,0.0,0.0,7334.34,7334.34,1,Not Filed,No,N/A,600000,0.0,Non-Filer
MA-010193,Liberty Professional Services Co,2025,Rooms Occupancy,Restaurant,Lynn,198102.22,73341.99,124760.22,7173.71,14148.9,6975.19,4,On Time,No,N/A,450000,0.4402,Underpaid
MA-010194,Metro Retail Services,2024,Income,Retail,Lowell,701413.21,244506.31,456906.89,43748.71,54142.61,10393.9,17,On Time,No,N/A,600000,1.169,Compliant
MA-010195,Colonial Auto Repair LLC,2025,Corporate,Construction,Springfield,802010.32,192751.1,609259.22,58681.73,74990.35,16308.62,10,On Time,No,N/A,800000,1.0025,Underpaid
MA-010196,Colonial Auto Repair Partners,2022,Meals,Healthcare,Boston,808186.71,146992.28,661194.43,46283.61,47679.88,1396.27,12,Late,No,N/A,1200000,0.6735,Compliant
MA-010197,Liberty Manufacturing Partners,2025,Income,Retail,Cambridge,349739.43,124668.53,225070.9,18826.39,22568.14,3741.75,13,On Time,Yes,Compliant,600000,0.5829,Compliant
MA-010198,Eastern Real Estate Group,2022,Corporate,Restaurant,Chelsea,363854.0,82510.31,281343.69,18619.67,27062.59,8442.93,5,On Time,No,N/A,450000,0.8086,Underpaid
MA-010199,Metro Manufacturing Enterprise,2022,Income,Construction,Boston,193890.81,35825.27,158065.55,17321.96,21064.35,3742.38,10,On Time,Yes,Underpaid,800000,0.2424,Underpaid
MA-010200,Atlantic Manufacturing Inc,2024,Rooms Occupancy,Professional Services,Worcester,289959.89,78356.81,211603.09,12167.18,18124.71,5957.54,12,On Time,No,N/A,500000,0.5799,Underpaid
MA-010201,Pioneer Auto Repair Group,2023,Meals,Construction,Brockton,271642.34,109554.7,162087.64,11346.13,18672.4,7326.27,1,On Time,No,N/A,800000,0.3396,Underpaid
MA-010202,Coastal Hospitality Services,2025,Corporate,Construction,Chelsea,816359.26,327817.99,488541.27,57716.81,78019.35,20302.54,10,On Time,No,N/A,800000,1.0204,Compliant
MA-010203,Atlantic Restaurant Group,2024,Income,Restaurant,Springfield,288159.94,109575.3,178584.64,16137.88,25473.5,9335.62,7,On Time,No,N/A,450000,0.6404,Underpaid
MA-010204,Liberty Healthcare Ventures,2022,Corporate,Professional Services,Worcester,303080.06,106953.52,196126.54,15090.24,16157.57,1067.32,3,On Time,No,N/A,500000,0.6062,Compliant
MA-010205,Valley Healthcare Ventures,2023,Sales/Use,Real Estate,Boston,372939.78,64317.03,308622.74,19288.92,34298.43,15009.51,11,Late,No,N/A,700000,0.5328,Suspicious
MA-010206,Northern Professional Services Solutions,2025,Income,Real Estate,Boston,873004.04,281029.15,591974.89,33246.13,36993.44,3747.31,5,Late,No,N/A,700000,1.2471,Compliant
MA-010207,Coastal Professional Services Corp,2025,Income,Real Estate,New Bedford,326785.54,126640.83,200144.71,23501.39,26848.33,3346.94,10,On Time,No,N/A,700000,0.4668,Compliant
MA-010208,Harbor Healthcare Associates,2024,Corporate,Healthcare,Lowell,1070732.78,267246.11,803486.67,83336.95,100923.78,17586.83,12,Late,No,N/A,1200000,0.8923,Underpaid
MA-010209,Valley Professional Services LLC,2023,Income,Retail,Springfield,763983.77,181518.78,582465.0,50405.91,55893.95,5488.04,11,On Time,Yes,Underpaid,600000,1.2733,Underpaid
MA-010210,Northern Restaurant Partners,2022,Sales/Use,Restaurant,New Bedford,653864.6,175150.02,478714.58,29919.66,29722.28,0.0,8,On Time,No,N/A,450000,1.453,Compliant
MA-010211,Eastern Hospitality Associates,2022,Corporate,Professional Services,Boston,878713.48,264720.58,613992.9,72125.64,86873.51,14747.87,19,Amended,No,N/A,500000,1.7574,Compliant
MA-010212,Summit Auto Repair Enterprise,2023,Sales/Use,Healthcare,Springfield,647609.83,172407.77,475202.06,29700.13,50198.89,20498.76,18,On Time,No,N/A,1200000,0.5397,Underpaid
MA-010213,Eastern Real Estate Associates,2023,Special Fuels,Construction,Springfield,973161.6,380933.45,592228.15,142134.76,196106.73,53971.98,19,On Time,No,N/A,800000,1.2165,Compliant
MA-010214,Commonwealth Hospitality LLC,2024,Meals,Hospitality,Cambridge,227589.09,48456.86,179132.23,12539.26,11593.03,0.0,6,Late,No,N/A,350000,0.6503,Compliant
MA-010215,Commonwealth Manufacturing Enterprise,2023,Sales/Use,Auto Repair,Boston,414379.46,156731.78,257647.67,16102.98,18707.92,2604.94,1,On Time,No,N/A,300000,1.3813,Compliant
MA-010216,Federal Restaurant Services,2024,Sales/Use,Auto Repair,New Bedford,173049.57,33502.05,139547.52,8721.72,8129.34,0.0,1,Late,No,N/A,300000,0.5768,Compliant
MA-010217,Atlantic Real Estate Solutions,2024,Income,Manufacturing,Boston,871799.44,327864.75,543934.69,28426.81,49032.98,20606.16,20,Late,Yes,Compliant,1500000,0.5812,Underpaid
MA-010218,Eastern Retail Partners,2025,Sales/Use,Professional Services,Quincy,584627.63,209227.02,375400.62,23462.54,40476.36,17013.82,10,On Time,No,N/A,500000,1.1693,Underpaid
MA-010219,Atlantic Retail Partners,2022,Sales/Use,Construction,Fall River,1336114.1,545312.82,790801.28,49425.08,61319.49,11894.41,9,Late,No,N/A,800000,1.6701,Compliant
MA-010220,Federal Real Estate LLC,2023,Corporate,Professional Services,New Bedford,192401.29,85625.5,106775.79,5895.39,7020.62,1125.23,2,Late,No,N/A,500000,0.3848,Compliant
MA-010221,Cape Healthcare Co,2024,Income,Restaurant,Boston,280045.06,81184.89,198860.16,22993.13,49419.52,26426.39,6,On Time,No,N/A,450000,0.6223,Underpaid
MA-010222,Cape Professional Services Enterprise,2024,Sales/Use,Healthcare,Fall River,357090.62,129375.53,227715.1,14232.19,17367.05,3134.86,4,Late,No,N/A,1200000,0.2976,Compliant
MA-010223,Pilgrim Manufacturing Enterprise,2025,Income,Construction,Fall River,183488.1,45747.25,137740.85,9717.65,19026.67,9309.03,8,On Time,No,N/A,800000,0.2294,Suspicious
MA-010224,Patriot Healthcare Services,2022,Meals,Construction,Chelsea,946787.82,316331.59,630456.23,44131.94,46230.74,2098.8,6,On Time,No,N/A,800000,1.1835,Compliant
MA-010225,Patriot Construction Holdings,2022,Rooms Occupancy,Professional Services,Worcester,227147.48,69293.69,157853.79,9076.59,16305.99,7229.4,1,On Time,No,N/A,500000,0.4543,Underpaid
MA-010226,Northern Manufacturing Solutions,2023,Income,Construction,Cambridge,234529.53,102461.93,132067.6,11576.81,58106.15,46529.34,14,On Time,Yes,Fraud,800000,0.2932,Suspicious
MA-010227,Beacon Retail Partners,2022,Corporate,Manufacturing,Quincy,848882.7,324750.28,524132.42,49928.48,63516.49,13588.01,15,On Time,No,N/A,1500000,0.5659,Underpaid
MA-010228,Northern Healthcare LLC,2022,Corporate,Restaurant,Springfield,265778.34,85710.51,180067.83,11872.81,19498.91,7626.1,1,On Time,No,N/A,450000,0.5906,Underpaid
MA-010229,Valley Auto Repair Inc,2022,Income,Professional Services,Springfield,273524.14,102239.31,171284.84,9109.99,17395.48,8285.49,1,On Time,No,N/A,500000,0.547,Underpaid
MA-010230,Coastal Construction Ventures,2022,Sales/Use,Construction,Worcester,627256.38,218421.3,408835.08,25552.19,29920.42,4368.23,1,Late,No,N/A,800000,0.7841,Compliant
MA-010231,Eastern Auto Repair Corp,2024,Meals,Restaurant,Springfield,613826.71,238474.83,375351.88,26274.63,36706.29,10431.66,9,On Time,No,N/A,450000,1.3641,Underpaid
MA-010232,Colonial Construction Solutions,2022,Sales/Use,Auto Repair,Chelsea,230882.05,100224.47,130657.58,8166.1,11344.12,3178.02,3,On Time,No,N/A,300000,0.7696,Compliant
MA-010233,Harbor Restaurant Inc,2023,Corporate,Auto Repair,Worcester,281627.19,51928.33,229698.86,22273.54,20624.12,0.0,2,On Time,Yes,Compliant,300000,0.9388,Compliant
MA-010234,Metro Manufacturing Enterprise,2022,Sales/Use,Real Estate,Cambridge,827715.01,268327.57,559387.43,34961.71,35192.16,230.45,14,On Time,No,N/A,700000,1.1825,Compliant
MA-010235,Commonwealth Professional Services Solutions,2022,Income,Professional Services,Boston,409215.96,98908.58,310307.38,28204.43,27092.97,0.0,2,On Time,No,N/A,500000,0.8184,Compliant
MA-010236,Liberty Healthcare Corp,2023,Income,Retail,Springfield,532818.94,137385.13,395433.82,38582.72,41672.56,3089.84,1,Late,No,N/A,600000,0.888,Compliant
MA-010237,Summit Auto Repair Inc,2022,Corporate,Construction,Fall River,337864.22,134447.36,203416.86,22862.18,31475.61,8613.43,11,On Time,No,N/A,800000,0.4223,Compliant
MA-010238,Summit Healthcare Solutions,2022,Rooms Occupancy,Healthcare,New Bedford,1140484.88,183614.52,956870.36,55020.05,85240.57,30220.52,21,On Time,No,N/A,1200000,0.9504,Underpaid
MA-010239,Patriot Real Estate Corp,2025,Income,Healthcare,Lowell,1481719.5,281770.27,1199949.24,102090.03,101253.74,0.0,19,Amended,No,N/A,1200000,1.2348,Compliant
MA-010240,Commonwealth Hospitality Ventures,2023,Special Fuels,Restaurant,Boston,882575.55,383579.29,498996.26,119759.1,157152.59,37393.49,16,On Time,No,N/A,450000,1.9613,Compliant
MA-010241,Federal Retail Inc,2023,Corporate,Professional Services,Cambridge,470747.22,76657.67,394089.55,25408.6,20556.7,0.0,1,On Time,No,N/A,500000,0.9415,Compliant
MA-010242,Summit Construction Holdings,2024,Income,Construction,Springfield,328551.06,131572.11,196978.95,13479.69,16131.39,2651.7,4,Late,No,N/A,800000,0.4107,Compliant
MA-010243,Federal Auto Repair Associates,2022,Sales/Use,Professional Services,Worcester,0.0,0.0,0.0,0.0,17484.04,17484.04,1,Not Filed,No,N/A,500000,0.0,Non-Filer
MA-010244,Harbor Restaurant LLC,2022,Rooms Occupancy,Retail,Fall River,457976.48,139390.81,318585.67,18318.68,21484.76,3166.09,1,Amended,No,N/A,600000,0.7633,Compliant
MA-010245,Pilgrim Healthcare Associates,2023,Meals,Restaurant,Chelsea,488251.34,143372.27,344879.07,24141.53,39758.78,15617.25,13,Late,No,N/A,450000,1.085,Underpaid
MA-010246,Pilgrim Restaurant Ventures,2023,Income,Hospitality,Boston,351565.79,58631.89,292933.9,19942.41,19342.28,0.0,11,On Time,No,N/A,350000,1.0045,Compliant
MA-010247,Metro Professional Services Associates,2024,Income,Healthcare,Chelsea,1227428.47,361478.32,865950.15,56594.58,61772.6,5178.02,11,On Time,Yes,Compliant,1200000,1.0229,Compliant
MA-010248,Coastal Professional Services Solutions,2023,Corporate,Manufacturing,Lowell,970119.67,165553.71,804565.97,61529.02,142436.3,80907.28,30,On Time,Yes,Fraud,1500000,0.6467,Suspicious
MA-010249,Metro Healthcare Ventures,2022,Meals,Auto Repair,Lowell,187227.81,72112.75,115115.06,8058.05,10295.31,2237.26,1,On Time,Yes,Compliant,300000,0.6241,Compliant
MA-010250,Pilgrim Professional Services Holdings,2025,Meals,Restaurant,Chelsea,146357.0,40787.78,105569.22,7389.85,14773.62,7383.77,1,On Time,No,N/A,450000,0.3252,Suspicious
MA-010251,Cape Retail Group,2022,Meals,Manufacturing,Worcester,1910578.68,778973.45,1131605.23,79212.37,109018.7,29806.33,34,On Time,No,N/A,1500000,1.2737,Compliant
MA-010252,Harbor Restaurant Group,2022,Sales/Use,Construction,Boston,375675.49,79502.55,296172.94,18510.81,16385.65,0.0,7,On Time,No,N/A,800000,0.4696,Compliant
MA-010253,Pioneer Retail Group,2024,Sales/Use,Restaurant,Springfield,344494.29,122013.58,222480.71,13905.04,15395.76,1490.71,1,On Time,No,N/A,450000,0.7655,Compliant
MA-010254,Pioneer Real Estate Services,2025,Corporate,Manufacturing,Cambridge,1236810.65,333244.93,903565.72,53911.06,48642.1,0.0,10,Not Filed,Yes,Compliant,1500000,0.8245,Compliant
MA-010255,Pioneer Professional Services Services,2025,Income,Manufacturing,Lynn,1552393.25,257100.91,1295292.34,100044.83,85097.95,0.0,14,Late,No,N/A,1500000,1.0349,Compliant
MA-010256,Pioneer Manufacturing Services,2022,Sales/Use,Manufacturing,Cambridge,1653057.12,607247.91,1045809.21,65363.08,67847.98,2484.9,20,On Time,No,N/A,1500000,1.102,Compliant
MA-010257,Federal Real Estate Holdings,2022,Special Fuels,Professional Services,Worcester,454200.44,95614.72,358585.72,86060.57,78816.75,0.0,1,Late,No,N/A,500000,0.9084,Compliant
MA-010258,Coastal Real Estate Inc,2023,Sales/Use,Retail,Boston,472008.92,70842.02,401166.9,25072.93,24792.99,0.0,9,On Time,No,N/A,600000,0.7867,Compliant
MA-010259,Eastern Restaurant Group,2023,Corporate,Manufacturing,Worcester,1445446.83,455139.11,990307.72,99852.44,130286.98,30434.54,16,On Time,No,N/A,1500000,0.9636,Underpaid
MA-010260,Federal Healthcare Group,2023,Income,Retail,Brockton,605058.32,164660.8,440397.51,25301.96,29755.4,4453.44,11,Amended,No,N/A,600000,1.0084,Compliant
MA-010261,Pilgrim Professional Services Corp,2024,Special Fuels,Auto Repair,Fall River,132841.65,29621.29,103220.36,24772.89,24974.77,201.88,4,On Time,No,N/A,300000,0.4428,Compliant
MA-010262,Northern Restaurant Holdings,2025,Meals,Professional Services,Quincy,391717.66,84655.94,307061.72,21494.32,18915.9,0.0,7,On Time,No,N/A,500000,0.7834,Compliant
MA-010263,Commonwealth Real Estate Enterprise,2024,Corporate,Construction,Worcester,585228.61,147827.5,437401.11,38849.36,41299.32,2449.97,1,On Time,No,N/A,800000,0.7315,Compliant
